4354081.824,2613280.948,795233.4325,2772434.514,1548909.951,1057835.065,766905.9779,1206234.537,2446.257558,2070.181353,1547.784019,2099.112304,8377846455,5999911170,3353889519,6168781452,5984176.04,4285650.836,2395635.371,4406272.466,102.1428571,62.14285714,0,77.14285714
4181521.574,2261090.508,986282.0809,2897395.135,1548469.314,1090234.881,816631.732,1318827.011,2413.655991,1985.935218,1609.626075,2131.936892,8156029339,5521514165,3627254540,6363216877,5825735.242,3943938.69,2590896.1,4545154.912,100.7142857,43.57142857,0,78.57142857
13241523.04,17246018.05,1593822.131,5589587.262,2850389.852,3108866.748,906160.9606,1816837.14,3863.731876,4353.39911,1792.415339,2684.744759,20899793618,26532917332,4497853846,10090996187,14928424.01,18952083.81,3212752.747,7207854.419,179.2857143,188.5714286,0,134.2857143
762569.2023,433020.4237,207840.0052,163720.2963,228240.5547,182951.1687,151398.8163,155820.6405,1567.331397,1463.590581,1354.374717,1346.830536,3439138790,2998936345,2568063224,2539533490,2456527.707,2142097.389,1834330.874,1813952.493,0,0,0,0
72630604.85,84807537.35,6821486.006,35389836.76,5309812.162,5688929.083,1773007.596,4557670.326,8651.816777,9326.967274,2912.798225,6083.117711,104795506965,121789245946,11878150896,51806049527,74853933.55,86992318.53,8484393.497,37004321.09,216.4285714,212.8571429,131.4285714,230.7142857
29384853.02,36904296.08,3357998.218,24092314.14,4195026.214,4486553.714,1346156.423,3862481.435,5568.575655,6205.257167,2239.670789,5059.232555,43412648755,53907303116,7022575342,35834167661,31009034.83,38505216.51,5016125.245,25595834.04,215.7142857,216.4285714,96.42857143,222.8571429
39147072.05,8904834.933,12347476.28,4156400.752,3815321.972,1757036.361,2175002.779,1286975.633,6385.927484,3246.615141,3741.491904,2424.057342,57092097761,14756713823,19598266331,8226475597,40780069.83,10540509.87,13998761.66,5876053.998,175.7142857,113.5714286,135.7142857,84.28571429
64858343.84,15202742.7,20834491.86,5255520.309,4686723.496,2161712.023,2721497.206,1503232.324,8151.921133,4105.660078,4737.082119,2606.668869,93035345411,23599022552,31415925798,9512611631,66453818.15,16856444.68,22439947,6794722.594,198.5714286,140.7142857,156.4285714,112.1428571
37210593.36,8053421.58,12875182.91,4464392.023,3496720.136,1691641.052,2005316.321,1332064.467,6231.06702,3118.563635,3804.293075,2460.421156,54356674696,13615614804,20261704121,8475141172,38826196.21,9725439.146,14472645.8,6053672.265,176.4285714,110,135.7142857,90.71428571
68383376.11,15446812.86,23041214.49,6269300.975,3881061.455,1820046.581,2229104.679,1371179.469,8365.950373,4132.97647,4967.541226,2805.827009,97984775899,23914092297,34547052163,11021731290,69989125.64,17081494.5,24676465.83,7872665.207,185,117.1428571,143.5714286,110
27511280.59,6144961.968,9570932.131,2781544.533,2505144.397,1221030.376,1470948.536,885181.9293,5397.930154,2792.560588,3345.929022,2097.181444,40792709927,10917752494,15673337429,6157438014,29137649.95,7798394.638,11195241.02,4398170.01,152.1428571,98.57142857,108.5714286,64.28571429
43129952.11,52374468.74,3822640.267,19759400.78,5106331.627,5366724.703,1524061.526,3421154.514,6670.426258,7331.568292,2332.536367,4624.112262,62292421050,75252651063,7617016265,29935379891,44494586.46,53751893.62,5440725.903,21382414.21,232.8571429,231.4285714,115,201.4285714
14639262.95,3581794.333,4783264.815,1687950.941,2319142.851,1121186.748,1325525.855,896609.6603,4035.67357,2290.492504,2532.315023,1831.257958,22801325626,7344898278,8977667125,4694907994,16286661.16,5246355.913,6412619.375,3353505.71,130.7142857,75,88.57142857,5
1972614.689,1042324.236,657230.0718,1510437.657,1192579.138,720573.9588,757903.8761,925231.6447,1897.942099,1638.156943,1512.632394,1761.611525,5043057895,3756981436,3203279465,4344585230,3602184.211,2683558.169,2288056.76,3103275.164,33.57142857,0,0,0
24750360.58,19834524.74,991375.913,2513333.585,1661556.22,1169353.288,720424.6754,1056561.319,5126.112821,4621.404885,1624.109734,2034.832375,36787845711,29900336353,3692825397,5796759910,26277032.65,21357383.11,2637732.427,4140542.793,108.5714286,53.57142857,0,51.42857143
10536376.76,7923980.35,1076984.451,2913639.594,1709026.359,1203544.321,879201.2191,1287720.417,3493.780721,3095.819199,1652.052394,2130.053935,17089105220,13417735122,3820987959,6351981672,12206503.73,9584096.515,2729277.114,4537129.766,107.8571429,70,0,84.28571429
92104.17959,101376.4873,95938.47774,91714.49675,119038.4072,121291.7486,100703.6072,103252.8314,1317.307506,1322.573635,1316.34534,1315.270209,2429418692,2448881427,2425871074,2421910011,1735299.065,1749201.019,1732765.053,1729935.722,0,0,0,0
19855572.82,25344935.37,2501369.328,10814360.63,3198979.088,3295488.24,1023162.788,2525203.876,4645.553299,5202.361152,2035.842441,3546.581817,30213631639,37890386179,5802516221,17609539621,21581165.46,27064561.56,4144654.444,12578242.59,177.1428571,172.1428571,75.71428571,169.2857143
44276192.3,39898350.15,4922608.676,11290860.8,1868316.507,1421699.773,698068.2216,1333589.157,6774.094986,6485.318344,2468.50356,3646.132293,64243708040,58883095637,8530913753,18611992980,45888362.89,42059354.03,6093509.823,13294280.7,133.5714286,85,12.14285714,70.71428571
3382588.456,3424890.547,446839.8204,1786688.697,1106917.04,1020450.607,457531.5834,852739.9316,2269.353961,2277.345389,1447.041745,1856.569449,7209954358,7260822829,2931501737,4825590169,5149967.399,5186302.02,2093929.812,3446850.12,64.28571429,63.57142857,0,17.85714286
8898748.131,6181526.735,1103582.82,10565390.26,2318102.244,1831922.074,762366.46,2664665.636,3232.918892,2769.342385,1677.85538,3489.019098,14632470390,10736960146,3941278145,17042555974,10451764.56,7669257.247,2815198.675,12173254.27,166.4285714,137.1428571,0,193.5714286
135662.3061,74617.18313,106132.6253,585885.4235,125002.9816,126388.7385,98090.74274,133267.1475,1330.347487,1314.721183,1314.426099,1493.250138,2477754212,2419888505,2418802358,3121714365,1769824.437,1728491.789,1727715.97,2229795.975,0,0,0,0
213003.3524,183933.3166,51596.98018,70701.43877,133272.5865,127352.2972,102346.0745,102855.9247,1343.562212,1330.801904,1303.236887,1313.870983,2527223183,2479447190,2377796939,2416759742,1805159.417,1771033.707,1698426.385,1726256.959,0,0,0,0
4970936.026,3586831.557,606584.756,1779824.315,1319107.763,1001897.757,594892.876,1067685.306,2567.087089,2282.622273,1498.047963,1853.855677,9225910573,7294510220,3141806780,4811493221,6589936.123,5210364.443,2244147.7,3436780.872,75,27.14285714,0,22.14285714
35464347.45,7026127.464,11793693.01,2911084.446,3583753.567,1579908.582,2073110.326,1049450.287,6093.604136,2950.577015,3665.252458,2133.05063,51984815908,12188266612,18807705813,6369866983,37132011.36,8705904.723,13434075.58,4549904.988,167.8571429,108.5714286,132.8571429,63.57142857
237856.7099,185187.5242,74429.02523,147029.2794,144834.51,123583.509,111396.5403,115479.6698,1372.1781,1352.197538,1310.46331,1338.35724,2636021835,2559813455,2404239720,2507680144,1882872.739,1828438.182,1717314.086,1791200.103,0,0,0,0
